REGIONAL,ANO,MES,QUANTIDADE DE CHAMADOS,SLA DENTRO DO PRAZO,SLA FORA DO PRAZO,PORCENTAGEM SLA DENTRO DO PRAZO,PORCENTAGEM SLA FORA DO PRAZO
Barra da Tijuca,2015,1,3,3,0,100.0,0.0
Barra da Tijuca,2015,2,29,29,0,100.0,0.0
Barra da Tijuca,2015,3,5,5,0,100.0,0.0
Barra da Tijuca,2015,4,117,117,0,100.0,0.0
Barra da Tijuca,2015,5,1858,1858,0,100.0,0.0
Barra da Tijuca,2015,6,2682,2682,0,100.0,0.0
Barra da Tijuca,2015,7,3057,3057,0,100.0,0.0
Barra da Tijuca,2015,8,2729,2729,0,100.0,0.0
Barra da Tijuca,2015,9,3216,3216,0,100.0,0.0
Barra da Tijuca,2015,10,2895,2895,0,100.0,0.0
Barra da Tijuca,2015,11,2621,2621,0,100.0,0.0
Barra da Tijuca,2015,12,3223,3214,9,99.72,0.28
Barra da Tijuca,2016,1,4189,3898,291,93.05,6.95
Barra da Tijuca,2016,2,3305,3257,48,98.55,1.45
Barra da Tijuca,2016,3,4636,3980,656,85.85,14.15
Barra da Tijuca,2016,4,4205,2641,1564,62.81,37.19
Barra da Tijuca,2016,5,3714,2852,862,76.79,23.21
Barra da Tijuca,2016,6,3870,2950,920,76.23,23.77
Barra da Tijuca,2016,7,4187,3230,957,77.14,22.86
Barra da Tijuca,2016,8,5326,4573,753,85.86,14.14
Barra da Tijuca,2016,9,4940,4265,675,86.34,13.66
Barra da Tijuca,2016,10,6513,3442,3071,52.85,47.15
Barra da Tijuca,2016,11,3966,2498,1468,62.99,37.01
Barra da Tijuca,2016,12,3292,2239,1053,68.01,31.99
Barra da Tijuca,2017,1,6439,3214,3225,49.91,50.09
Barra da Tijuca,2017,2,3551,2819,732,79.39,20.61
Barra da Tijuca,2017,3,6495,3622,2873,55.77,44.23
Barra da Tijuca,2017,4,4579,3149,1430,68.77,31.23
Barra da Tijuca,2017,5,5115,3935,1180,76.93,23.07
Barra da Tijuca,2017,6,6158,4856,1302,78.86,21.14
Barra da Tijuca,2017,7,6002,5005,997,83.39,16.61
Barra da Tijuca,2017,8,6944,5388,1556,77.59,22.41
Barra da Tijuca,2017,9,5542,4427,1115,79.88,20.12
Barra da Tijuca,2017,10,6302,4984,1318,79.09,20.91
Barra da Tijuca,2017,11,4631,4288,343,92.59,7.41
Barra da Tijuca,2017,12,4159,3718,441,89.4,10.6
Barra da Tijuca,2018,1,5080,4219,861,83.05,16.95
Barra da Tijuca,2018,2,5360,4029,1331,75.17,24.83
Barra da Tijuca,2018,3,4739,4141,598,87.38,12.62
Barra da Tijuca,2018,4,3754,3112,642,82.9,17.1
Barra da Tijuca,2018,5,4301,3136,1165,72.91,27.09
Barra da Tijuca,2018,6,3368,2898,470,86.05,13.95
Barra da Tijuca,2018,7,3724,3282,442,88.13,11.87
Barra da Tijuca,2018,8,3487,3099,388,88.87,11.13
Barra da Tijuca,2018,9,3324,2886,438,86.82,13.18
Barra da Tijuca,2018,10,4333,3512,821,81.05,18.95
Barra da Tijuca,2018,11,4166,3643,523,87.45,12.55
Barra da Tijuca,2018,12,3576,2997,579,83.81,16.19
Barra da Tijuca,2019,1,3913,3403,510,86.97,13.03
Barra da Tijuca,2019,2,3773,3361,412,89.08,10.92
Barra da Tijuca,2019,3,3516,2909,607,82.74,17.26
Barra da Tijuca,2019,4,3517,3015,502,85.73,14.27
Barra da Tijuca,2019,5,3175,2670,505,84.09,15.91
Barra da Tijuca,2019,6,2886,2364,522,81.91,18.09
Barra da Tijuca,2019,7,3264,2687,577,82.32,17.68
Barra da Tijuca,2019,8,2899,2521,378,86.96,13.04
Barra da Tijuca,2019,9,2730,2450,280,89.74,10.26
Barra da Tijuca,2019,10,2809,2472,337,88.0,12.0
Barra da Tijuca,2019,11,0,0,0,0.0,0.0
Barra da Tijuca,2019,12,0,0,0,0.0,0.0
Bauru,2015,1,948,939,9,99.05,0.95
Bauru,2015,2,312,311,1,99.68,0.32
Bauru,2015,3,179,177,2,98.88,1.12
Bauru,2015,4,1409,1395,14,99.01,0.99
Bauru,2015,5,2280,1939,341,85.04,14.96
Bauru,2015,6,3819,2637,1182,69.05,30.95
Bauru,2015,7,3477,3157,320,90.8,9.2
Bauru,2015,8,3057,2890,167,94.54,5.46
Bauru,2015,9,3884,2779,1105,71.55,28.45
Bauru,2015,10,428,282,146,65.89,34.11
Bauru,2015,11,3687,3170,517,85.98,14.02
Bauru,2015,12,3890,3349,541,86.09,13.91
Bauru,2016,1,3643,2919,724,80.13,19.87
Bauru,2016,2,3265,2706,559,82.88,17.12
Bauru,2016,3,6122,4452,1670,72.72,27.28
Bauru,2016,4,4956,3255,1701,65.68,34.32
Bauru,2016,5,4486,3465,1021,77.24,22.76
Bauru,2016,6,4341,3612,729,83.21,16.79
Bauru,2016,7,6585,4062,2523,61.69,38.31
Bauru,2016,8,5952,4204,1748,70.63,29.37
Bauru,2016,9,5529,3802,1727,68.76,31.24
Bauru,2016,10,5214,3867,1347,74.17,25.83
Bauru,2016,11,4155,2731,1424,65.73,34.27
Bauru,2016,12,3071,2540,531,82.71,17.29
Bauru,2017,1,6247,3436,2811,55.0,45.0
Bauru,2017,2,3143,2627,516,83.58,16.42
Bauru,2017,3,6336,3731,2605,58.89,41.11
Bauru,2017,4,3858,2815,1043,72.97,27.03
Bauru,2017,5,4517,3772,745,83.51,16.49
Bauru,2017,6,6052,4583,1469,75.73,24.27
Bauru,2017,7,5671,4875,796,85.96,14.04
Bauru,2017,8,6014,5057,957,84.09,15.91
Bauru,2017,9,5293,4288,1005,81.01,18.99
Bauru,2017,10,5410,4630,780,85.58,14.42
Bauru,2017,11,4431,3940,491,88.92,11.08
Bauru,2017,12,4701,3908,793,83.13,16.87
Bauru,2018,1,4808,4131,677,85.92,14.08
Bauru,2018,2,3615,3155,460,87.28,12.72
Bauru,2018,3,4234,3805,429,89.87,10.13
Bauru,2018,4,3839,3184,655,82.94,17.06
Bauru,2018,5,3318,2928,390,88.25,11.75
Bauru,2018,6,3109,2833,276,91.12,8.88
Bauru,2018,7,3501,3292,209,94.03,5.97
Bauru,2018,8,3188,2992,196,93.85,6.15
Bauru,2018,9,3050,2848,202,93.38,6.62
Bauru,2018,10,3772,3492,280,92.58,7.42
Bauru,2018,11,3889,3589,300,92.29,7.71
Bauru,2018,12,3021,2657,364,87.95,12.05
Bauru,2019,1,3323,3019,304,90.85,9.15
Bauru,2019,2,3096,2775,321,89.63,10.37
Bauru,2019,3,2955,2567,388,86.87,13.13
Bauru,2019,4,2762,2586,176,93.63,6.37
Bauru,2019,5,2365,2220,145,93.87,6.13
Bauru,2019,6,2260,2072,188,91.68,8.32
Bauru,2019,7,2853,2441,412,85.56,14.44
Bauru,2019,8,2509,2277,232,90.75,9.25
Bauru,2019,9,2799,2586,213,92.39,7.61
Bauru,2019,10,5593,4851,742,86.73,13.27
Bauru,2019,11,1031,973,58,94.37,5.63
Bauru,2019,12,0,0,0,0.0,0.0
Belem,2015,1,87,87,0,100.0,0.0
Belem,2015,2,8,8,0,100.0,0.0
Belem,2015,3,24,24,0,100.0,0.0
Belem,2015,4,213,213,0,100.0,0.0
Belem,2015,5,2584,2584,0,100.0,0.0
Belem,2015,6,3543,3543,0,100.0,0.0
Belem,2015,7,3833,3833,0,100.0,0.0
Belem,2015,8,3764,3764,0,100.0,0.0
Belem,2015,9,3595,3594,1,99.97,0.03
Belem,2015,10,402,401,1,99.75,0.25
Belem,2015,11,4524,4524,0,100.0,0.0
Belem,2015,12,4631,4617,14,99.7,0.3
Belem,2016,1,4230,4108,122,97.12,2.88
Belem,2016,2,4077,3831,246,93.97,6.03
Belem,2016,3,5846,5373,473,91.91,8.09
Belem,2016,4,5672,4236,1436,74.68,25.32
Belem,2016,5,6062,4723,1339,77.91,22.09
Belem,2016,6,5739,4580,1159,79.8,20.2
Belem,2016,7,6160,4841,1319,78.59,21.41
Belem,2016,8,7456,5914,1542,79.32,20.68
Belem,2016,9,7053,5688,1365,80.65,19.35
Belem,2016,10,7843,4284,3559,54.62,45.38
Belem,2016,11,5311,3454,1857,65.03,34.97
Belem,2016,12,4638,3581,1057,77.21,22.79
Belem,2017,1,8417,4876,3541,57.93,42.07
Belem,2017,2,4546,3721,825,81.85,18.15
Belem,2017,3,8478,6127,2351,72.27,27.73
Belem,2017,4,5840,4095,1745,70.12,29.88
Belem,2017,5,6680,4870,1810,72.9,27.1
Belem,2017,6,7319,5405,1914,73.85,26.15
Belem,2017,7,6655,5440,1215,81.74,18.26
Belem,2017,8,8802,6129,2673,69.63,30.37
Belem,2017,9,5978,5098,880,85.28,14.72
Belem,2017,10,6578,5439,1139,82.68,17.32
Belem,2017,11,5822,5178,644,88.94,11.06
Belem,2017,12,5204,4547,657,87.38,12.62
Belem,2018,1,6312,5217,1095,82.65,17.35
Belem,2018,2,7256,5603,1653,77.22,22.78
Belem,2018,3,6314,4888,1426,77.42,22.58
Belem,2018,4,5057,4220,837,83.45,16.55
Belem,2018,5,5988,5374,614,89.75,10.25
Belem,2018,6,4266,3649,617,85.54,14.46
Belem,2018,7,4548,3932,616,86.46,13.54
Belem,2018,8,4451,4085,366,91.78,8.22
Belem,2018,9,3845,3355,490,87.26,12.74
Belem,2018,10,4938,4185,753,84.75,15.25
Belem,2018,11,4455,3778,677,84.8,15.2
Belem,2018,12,4648,3867,781,83.2,16.8
Belem,2019,1,4734,4237,497,89.5,10.5
Belem,2019,2,3996,3598,398,90.04,9.96
Belem,2019,3,4027,3465,562,86.04,13.96
Belem,2019,4,4130,3671,459,88.89,11.11
Belem,2019,5,3893,3395,498,87.21,12.79
Belem,2019,6,3291,2880,411,87.51,12.49
Belem,2019,7,3983,3273,710,82.17,17.83
Belem,2019,8,3697,3390,307,91.7,8.3
Belem,2019,9,4173,3423,750,82.03,17.97
Belem,2019,10,8229,7000,1229,85.07,14.93
Belem,2019,11,1456,1321,135,90.73,9.27
Belem,2019,12,1,1,0,100.0,0.0
Belo Horizonte,2015,1,9,9,0,100.0,0.0
Belo Horizonte,2015,2,5,5,0,100.0,0.0
Belo Horizonte,2015,3,4,4,0,100.0,0.0
Belo Horizonte,2015,4,170,170,0,100.0,0.0
Belo Horizonte,2015,5,2552,2552,0,100.0,0.0
Belo Horizonte,2015,6,3695,3695,0,100.0,0.0
Belo Horizonte,2015,7,4126,4126,0,100.0,0.0
Belo Horizonte,2015,8,3669,3669,0,100.0,0.0
Belo Horizonte,2015,9,3771,3771,0,100.0,0.0
Belo Horizonte,2015,10,337,337,0,100.0,0.0
Belo Horizonte,2015,11,4032,4032,0,100.0,0.0
Belo Horizonte,2015,12,3894,3893,1,99.97,0.03
Belo Horizonte,2016,1,4539,4172,367,91.91,8.09
Belo Horizonte,2016,2,3819,3813,6,99.84,0.16
Belo Horizonte,2016,3,4917,4792,125,97.46,2.54
Belo Horizonte,2016,4,4778,3592,1186,75.18,24.82
Belo Horizonte,2016,5,4954,3900,1054,78.72,21.28
Belo Horizonte,2016,6,4917,3911,1006,79.54,20.46
Belo Horizonte,2016,7,6035,4810,1225,79.7,20.3
Belo Horizonte,2016,8,7175,6017,1158,83.86,16.14
Belo Horizonte,2016,9,6403,5433,970,84.85,15.15
Belo Horizonte,2016,10,9352,5799,3553,62.01,37.99
Belo Horizonte,2016,11,4705,3372,1333,71.67,28.33
Belo Horizonte,2016,12,5681,4296,1385,75.62,24.38
Belo Horizonte,2017,1,8193,5705,2488,69.63,30.37
Belo Horizonte,2017,2,4163,3199,964,76.84,23.16
Belo Horizonte,2017,3,8252,6681,1571,80.96,19.04
Belo Horizonte,2017,4,6092,4971,1121,81.6,18.4
Belo Horizonte,2017,5,6819,6178,641,90.6,9.4
Belo Horizonte,2017,6,7891,7379,512,93.51,6.49
Belo Horizonte,2017,7,8137,7176,961,88.19,11.81
Belo Horizonte,2017,8,9213,8122,1091,88.16,11.84
Belo Horizonte,2017,9,7296,6061,1235,83.07,16.93
Belo Horizonte,2017,10,6649,6036,613,90.78,9.22
Belo Horizonte,2017,11,5895,5461,434,92.64,7.36
Belo Horizonte,2017,12,5735,5017,718,87.48,12.52
Belo Horizonte,2018,1,6365,5202,1163,81.73,18.27
Belo Horizonte,2018,2,5715,3860,1855,67.54,32.46
Belo Horizonte,2018,3,5613,4695,918,83.65,16.35
Belo Horizonte,2018,4,4612,3955,657,85.75,14.25
Belo Horizonte,2018,5,4091,3674,417,89.81,10.19
Belo Horizonte,2018,6,4287,3673,614,85.68,14.32
Belo Horizonte,2018,7,4995,4289,706,85.87,14.13
Belo Horizonte,2018,8,4378,3889,489,88.83,11.17
Belo Horizonte,2018,9,4165,3731,434,89.58,10.42
Belo Horizonte,2018,10,5170,4537,633,87.76,12.24
Belo Horizonte,2018,11,5036,4675,361,92.83,7.17
Belo Horizonte,2018,12,4168,3629,539,87.07,12.93
Belo Horizonte,2019,1,4266,3866,400,90.62,9.38
Belo Horizonte,2019,2,4141,3804,337,91.86,8.14
Belo Horizonte,2019,3,3792,3296,496,86.92,13.08
Belo Horizonte,2019,4,3817,3515,302,92.09,7.91
Belo Horizonte,2019,5,3650,3250,400,89.04,10.96
Belo Horizonte,2019,6,3187,2936,251,92.12,7.88
Belo Horizonte,2019,7,3887,3441,446,88.53,11.47
Belo Horizonte,2019,8,3076,2899,177,94.25,5.75
Belo Horizonte,2019,9,3367,3126,241,92.84,7.16
Belo Horizonte,2019,10,7510,6730,780,89.61,10.39
Belo Horizonte,2019,11,1414,1352,62,95.62,4.38
Belo Horizonte,2019,12,0,0,0,0.0,0.0
Brasilia,2015,1,23,23,0,100.0,0.0
Brasilia,2015,2,2,2,0,100.0,0.0
Brasilia,2015,3,7,7,0,100.0,0.0
Brasilia,2015,4,201,201,0,100.0,0.0
Brasilia,2015,5,2970,2970,0,100.0,0.0
Brasilia,2015,6,4099,4099,0,100.0,0.0
Brasilia,2015,7,4390,4390,0,100.0,0.0
Brasilia,2015,8,4170,4168,2,99.95,0.05
Brasilia,2015,9,4180,4179,1,99.98,0.02
Brasilia,2015,10,309,309,0,100.0,0.0
Brasilia,2015,11,4615,4615,0,100.0,0.0
Brasilia,2015,12,4568,4568,0,100.0,0.0
Brasilia,2016,1,5189,4855,334,93.56,6.44
Brasilia,2016,2,4499,4493,6,99.87,0.13
Brasilia,2016,3,5819,5644,175,96.99,3.01
Brasilia,2016,4,6830,5871,959,85.96,14.04
Brasilia,2016,5,6192,5658,534,91.38,8.62
Brasilia,2016,6,6165,5123,1042,83.1,16.9
Brasilia,2016,7,6883,5745,1138,83.47,16.53
Brasilia,2016,8,6950,6363,587,91.55,8.45
Brasilia,2016,9,7393,6692,701,90.52,9.48
Brasilia,2016,10,8544,5880,2664,68.82,31.18
Brasilia,2016,11,5808,3943,1865,67.89,32.11
Brasilia,2016,12,4545,3840,705,84.49,15.51
Brasilia,2017,1,8290,5110,3180,61.64,38.36
Brasilia,2017,2,4483,4054,429,90.43,9.57
Brasilia,2017,3,8845,5940,2905,67.16,32.84
Brasilia,2017,4,6150,4292,1858,69.79,30.21
Brasilia,2017,5,6993,5413,1580,77.41,22.59
Brasilia,2017,6,5990,5443,547,90.87,9.13
Brasilia,2017,7,6513,5526,987,84.85,15.15
Brasilia,2017,8,8256,6955,1301,84.24,15.76
Brasilia,2017,9,7351,6024,1327,81.95,18.05
Brasilia,2017,10,7512,6338,1174,84.37,15.63
Brasilia,2017,11,6602,6092,510,92.28,7.72
Brasilia,2017,12,5820,5183,637,89.05,10.95
Brasilia,2018,1,7021,5897,1124,83.99,16.01
Brasilia,2018,2,5405,4452,953,82.37,17.63
Brasilia,2018,3,5889,5085,804,86.35,13.65
Brasilia,2018,4,4702,4080,622,86.77,13.23
Brasilia,2018,5,4571,3911,660,85.56,14.44
Brasilia,2018,6,4693,3945,748,84.06,15.94
Brasilia,2018,7,5227,4447,780,85.08,14.92
Brasilia,2018,8,5119,4689,430,91.6,8.4
Brasilia,2018,9,4529,4002,527,88.36,11.64
Brasilia,2018,10,5675,4952,723,87.26,12.74
Brasilia,2018,11,5154,4573,581,88.73,11.27
Brasilia,2018,12,4475,3839,636,85.79,14.21
Brasilia,2019,1,5030,4589,441,91.23,8.77
Brasilia,2019,2,4112,3685,427,89.62,10.38
Brasilia,2019,3,4076,3465,611,85.01,14.99
Brasilia,2019,4,4488,3930,558,87.57,12.43
Brasilia,2019,5,3919,3502,417,89.36,10.64
Brasilia,2019,6,3378,2950,428,87.33,12.67
Brasilia,2019,7,3998,3459,539,86.52,13.48
Brasilia,2019,8,3449,3169,280,91.88,8.12
Brasilia,2019,9,3592,3308,284,92.09,7.91
Brasilia,2019,10,8199,7432,767,90.65,9.35
Brasilia,2019,11,1564,1476,88,94.37,5.63
Brasilia,2019,12,0,0,0,0.0,0.0
Campinas,2015,1,1146,1120,26,97.73,2.27
Campinas,2015,2,351,350,1,99.72,0.28
Campinas,2015,3,299,297,2,99.33,0.67
Campinas,2015,4,1520,1492,28,98.16,1.84
Campinas,2015,5,3234,2869,365,88.71,11.29
Campinas,2015,6,4959,3676,1283,74.13,25.87
Campinas,2015,7,5219,4880,339,93.5,6.5
Campinas,2015,8,4842,4516,326,93.27,6.73
Campinas,2015,9,5478,4303,1175,78.55,21.45
Campinas,2015,10,448,268,180,59.82,40.18
Campinas,2015,11,4394,3922,472,89.26,10.74
Campinas,2015,12,5112,4039,1073,79.01,20.99
Campinas,2016,1,4563,4224,339,92.57,7.43
Campinas,2016,2,4094,3736,358,91.26,8.74
Campinas,2016,3,6311,5087,1224,80.61,19.39
Campinas,2016,4,6254,5354,900,85.61,14.39
Campinas,2016,5,5591,4969,622,88.87,11.13
Campinas,2016,6,5795,5147,648,88.82,11.18
Campinas,2016,7,7241,5006,2235,69.13,30.87
Campinas,2016,8,8697,6260,2437,71.98,28.02
Campinas,2016,9,8422,6484,1938,76.99,23.01
Campinas,2016,10,6714,4952,1762,73.76,26.24
Campinas,2016,11,4404,3557,847,80.77,19.23
Campinas,2016,12,4058,3457,601,85.19,14.81
Campinas,2017,1,7424,4647,2777,62.59,37.41
Campinas,2017,2,4238,3659,579,86.34,13.66
Campinas,2017,3,7391,4832,2559,65.38,34.62
Campinas,2017,4,5727,4156,1571,72.57,27.43
Campinas,2017,5,6478,5130,1348,79.19,20.81
Campinas,2017,6,5564,5103,461,91.71,8.29
Campinas,2017,7,7187,5362,1825,74.61,25.39
Campinas,2017,8,6302,5553,749,88.11,11.89
Campinas,2017,9,6693,5137,1556,76.75,23.25
Campinas,2017,10,6029,5127,902,85.04,14.96
Campinas,2017,11,5356,4901,455,91.5,8.5
Campinas,2017,12,5235,4395,840,83.95,16.05
Campinas,2018,1,5669,4801,868,84.69,15.31
Campinas,2018,2,4112,3597,515,87.48,12.52
Campinas,2018,3,4508,3915,593,86.85,13.15
Campinas,2018,4,4266,3624,642,84.95,15.05
Campinas,2018,5,3649,3272,377,89.67,10.33
Campinas,2018,6,3869,3520,349,90.98,9.02
Campinas,2018,7,4811,4289,522,89.15,10.85
Campinas,2018,8,5069,4600,469,90.75,9.25
Campinas,2018,9,4389,4003,386,91.21,8.79
Campinas,2018,10,5498,4944,554,89.92,10.08
Campinas,2018,11,4997,4524,473,90.53,9.47
Campinas,2018,12,4214,3727,487,88.44,11.56
Campinas,2019,1,5154,4632,522,89.87,10.13
Campinas,2019,2,4555,4171,384,91.57,8.43
Campinas,2019,3,4189,3746,443,89.42,10.58
Campinas,2019,4,4195,3907,288,93.13,6.87
Campinas,2019,5,3895,3639,256,93.43,6.57
Campinas,2019,6,3366,3176,190,94.36,5.64
Campinas,2019,7,4037,3614,423,89.52,10.48
Campinas,2019,8,3803,3533,270,92.9,7.1
Campinas,2019,9,3765,3546,219,94.18,5.82
Campinas,2019,10,7482,6972,510,93.18,6.82
Campinas,2019,11,1488,1441,47,96.84,3.16
Campinas,2019,12,0,0,0,0.0,0.0
Campo Limpo,2015,1,95,95,0,100.0,0.0
Campo Limpo,2015,2,142,142,0,100.0,0.0
Campo Limpo,2015,3,293,292,1,99.66,0.34
Campo Limpo,2015,4,1328,1328,0,100.0,0.0
Campo Limpo,2015,5,2096,1980,116,94.47,5.53
Campo Limpo,2015,6,3621,3328,293,91.91,8.09
Campo Limpo,2015,7,3192,3092,100,96.87,3.13
Campo Limpo,2015,8,3086,3043,43,98.61,1.39
Campo Limpo,2015,9,3140,2636,504,83.95,16.05
Campo Limpo,2015,10,391,280,111,71.61,28.39
Campo Limpo,2015,11,3160,2920,240,92.41,7.59
Campo Limpo,2015,12,3408,3155,253,92.58,7.42
Campo Limpo,2016,1,2906,2803,103,96.46,3.54
Campo Limpo,2016,2,2871,2564,307,89.31,10.69
Campo Limpo,2016,3,4370,3428,942,78.44,21.56
Campo Limpo,2016,4,4171,2667,1504,63.94,36.06
Campo Limpo,2016,5,3625,3006,619,82.92,17.08
Campo Limpo,2016,6,3778,3074,704,81.37,18.63
Campo Limpo,2016,7,4916,3225,1691,65.6,34.4
Campo Limpo,2016,8,5784,4464,1320,77.18,22.82
Campo Limpo,2016,9,5825,4423,1402,75.93,24.07
Campo Limpo,2016,10,4705,3096,1609,65.8,34.2
Campo Limpo,2016,11,3211,2427,784,75.58,24.42
Campo Limpo,2016,12,2801,2056,745,73.4,26.6
Campo Limpo,2017,1,3865,2702,1163,69.91,30.09
Campo Limpo,2017,2,2832,2173,659,76.73,23.27
Campo Limpo,2017,3,3857,3137,720,81.33,18.67
Campo Limpo,2017,4,3435,2644,791,76.97,23.03
Campo Limpo,2017,5,3887,3302,585,84.95,15.05
Campo Limpo,2017,6,5047,4610,437,91.34,8.66
Campo Limpo,2017,7,6097,4748,1349,77.87,22.13
Campo Limpo,2017,8,5864,5113,751,87.19,12.81
Campo Limpo,2017,9,5281,4268,1013,80.82,19.18
Campo Limpo,2017,10,5026,4374,652,87.03,12.97
Campo Limpo,2017,11,4394,4092,302,93.13,6.87
Campo Limpo,2017,12,5139,4524,615,88.03,11.97
Campo Limpo,2018,1,5687,4676,1011,82.22,17.78
Campo Limpo,2018,2,4867,4362,505,89.62,10.38
Campo Limpo,2018,3,5735,4979,756,86.82,13.18
Campo Limpo,2018,4,4818,4094,724,84.97,15.03
Campo Limpo,2018,5,4912,4444,468,90.47,9.53
Campo Limpo,2018,6,4446,4117,329,92.6,7.4
Campo Limpo,2018,7,6023,4779,1244,79.35,20.65
Campo Limpo,2018,8,6454,4794,1660,74.28,25.72
Campo Limpo,2018,9,5698,4470,1228,78.45,21.55
Campo Limpo,2018,10,4451,3742,709,84.07,15.93
Campo Limpo,2018,11,4125,3641,484,88.27,11.73
Campo Limpo,2018,12,3139,2673,466,85.15,14.85
Campo Limpo,2019,1,3427,3132,295,91.39,8.61
Campo Limpo,2019,2,3454,3209,245,92.91,7.09
Campo Limpo,2019,3,3219,2657,562,82.54,17.46
Campo Limpo,2019,4,2964,2757,207,93.02,6.98
Campo Limpo,2019,5,2737,2502,235,91.41,8.59
Campo Limpo,2019,6,2444,2263,181,92.59,7.41
Campo Limpo,2019,7,2783,2344,439,84.23,15.77
Campo Limpo,2019,8,2450,2300,150,93.88,6.12
Campo Limpo,2019,9,2646,2449,197,92.55,7.45
Campo Limpo,2019,10,5578,5002,576,89.67,10.33
Campo Limpo,2019,11,1025,947,78,92.39,7.61
Campo Limpo,2019,12,0,0,0,0.0,0.0
Carioca - Bradesco Seguros,2015,1,0,0,0,0.0,0.0
Carioca - Bradesco Seguros,2015,2,0,0,0,0.0,0.0
Carioca - Bradesco Seguros,2015,3,4,4,0,100.0,0.0
Carioca - Bradesco Seguros,2015,4,16,16,0,100.0,0.0
Carioca - Bradesco Seguros,2015,5,2476,2476,0,100.0,0.0
Carioca - Bradesco Seguros,2015,6,3734,3734,0,100.0,0.0
Carioca - Bradesco Seguros,2015,7,3831,3831,0,100.0,0.0
Carioca - Bradesco Seguros,2015,8,3599,3599,0,100.0,0.0
Carioca - Bradesco Seguros,2015,9,3205,3205,0,100.0,0.0
Carioca - Bradesco Seguros,2015,10,84,83,1,98.81,1.19
Carioca - Bradesco Seguros,2015,11,3753,3750,3,99.92,0.08
Carioca - Bradesco Seguros,2015,12,4303,4297,6,99.86,0.14
Carioca - Bradesco Seguros,2016,1,4575,4572,3,99.93,0.07
Carioca - Bradesco Seguros,2016,2,3769,3761,8,99.79,0.21
Carioca - Bradesco Seguros,2016,3,4251,4127,124,97.08,2.92
Carioca - Bradesco Seguros,2016,4,2757,2412,345,87.49,12.51
Carioca - Bradesco Seguros,2016,5,2635,2559,76,97.12,2.88
Carioca - Bradesco Seguros,2016,6,2771,2689,82,97.04,2.96
Carioca - Bradesco Seguros,2016,7,2463,2405,58,97.65,2.35
Carioca - Bradesco Seguros,2016,8,3076,2759,317,89.69,10.31
Carioca - Bradesco Seguros,2016,9,3164,2930,234,92.6,7.4
Carioca - Bradesco Seguros,2016,10,2715,2498,217,92.01,7.99
Carioca - Bradesco Seguros,2016,11,3192,2564,628,80.33,19.67
Carioca - Bradesco Seguros,2016,12,2948,2832,116,96.07,3.93
Carioca - Bradesco Seguros,2017,1,3162,2944,218,93.11,6.89
Carioca - Bradesco Seguros,2017,2,2570,2298,272,89.42,10.58
Carioca - Bradesco Seguros,2017,3,3256,3086,170,94.78,5.22
Carioca - Bradesco Seguros,2017,4,2747,2025,722,73.72,26.28
Carioca - Bradesco Seguros,2017,5,748,607,141,81.15,18.85
Carioca - Bradesco Seguros,2017,6,428,257,171,60.05,39.95
Carioca - Bradesco Seguros,2017,7,234,172,62,73.5,26.5
Carioca - Bradesco Seguros,2017,8,109,64,45,58.72,41.28
Carioca - Bradesco Seguros,2017,9,33,27,6,81.82,18.18
Carioca - Bradesco Seguros,2017,10,69,56,13,81.16,18.84
Carioca - Bradesco Seguros,2017,11,62,56,6,90.32,9.68
Carioca - Bradesco Seguros,2017,12,58,41,17,70.69,29.31
Carioca - Bradesco Seguros,2018,1,24,19,5,79.17,20.83
Carioca - Bradesco Seguros,2018,2,18,17,1,94.44,5.56
Carioca - Bradesco Seguros,2018,3,18,5,13,27.78,72.22
Carioca - Bradesco Seguros,2018,4,8,3,5,37.5,62.5
Carioca - Bradesco Seguros,2018,5,16,11,5,68.75,31.25
Carioca - Bradesco Seguros,2018,6,7,4,3,57.14,42.86
Carioca - Bradesco Seguros,2018,7,5,3,2,60.0,40.0
Carioca - Bradesco Seguros,2018,8,6,6,0,100.0,0.0
Carioca - Bradesco Seguros,2018,9,14,10,4,71.43,28.57
Carioca - Bradesco Seguros,2018,10,16,14,2,87.5,12.5
Carioca - Bradesco Seguros,2018,11,5,5,0,100.0,0.0
Carioca - Bradesco Seguros,2018,12,16,16,0,100.0,0.0
Carioca - Bradesco Seguros,2019,1,4,4,0,100.0,0.0
Carioca - Bradesco Seguros,2019,2,7,7,0,100.0,0.0
Carioca - Bradesco Seguros,2019,3,3,3,0,100.0,0.0
Carioca - Bradesco Seguros,2019,4,4,4,0,100.0,0.0
Carioca - Bradesco Seguros,2019,5,2,2,0,100.0,0.0
Carioca - Bradesco Seguros,2019,6,2,2,0,100.0,0.0
Carioca - Bradesco Seguros,2019,7,10,10,0,100.0,0.0
Carioca - Bradesco Seguros,2019,8,16,16,0,100.0,0.0
Carioca - Bradesco Seguros,2019,9,10,10,0,100.0,0.0
Carioca - Bradesco Seguros,2019,10,22,22,0,100.0,0.0
Carioca - Bradesco Seguros,2019,11,2,2,0,100.0,0.0
Carioca - Bradesco Seguros,2019,12,0,0,0,0.0,0.0
Cidade de Deus,2015,1,84,83,1,98.81,1.19
Cidade de Deus,2015,2,42,42,0,100.0,0.0
Cidade de Deus,2015,3,72,72,0,100.0,0.0
Cidade de Deus,2015,4,416,416,0,100.0,0.0
